"Stage","Timestamp","TotalMemory","Gen0Collections","Gen1Collections","Gen2Collections","ProcessWorkingSet","ProcessPrivateMemory"
"Monitoring","2025/07/18 0:29:53","52886520","1254","137","32","134844416","114741248"
"Monitoring","2025/07/18 0:29:53","53582840","1254","137","32","134844416","114741248"
"Monitoring","2025/07/18 0:29:53","50167064","1255","137","32","134918144","114806784"
"Monitoring","2025/07/18 0:29:53","50863384","1255","137","32","134918144","114806784"
"Monitoring","2025/07/18 0:29:53","51559704","1255","137","32","134918144","114806784"
"Monitoring","2025/07/18 0:29:53","52256024","1255","137","32","134918144","114806784"
"Monitoring","2025/07/18 0:29:53","52952344","1255","137","32","134918144","114806784"
"Monitoring","2025/07/18 0:29:53","53648664","1255","137","32","134983680","114929664"
"Monitoring","2025/07/18 0:29:53","54344408","1255","137","32","135409664","115445760"
"Monitoring","2025/07/18 0:29:53","50179840","1256","137","32","135782400","115019776"
"Monitoring","2025/07/18 0:29:53","50876160","1256","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:53","51572480","1256","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:53","52268800","1256","137","32","135782400","115019776"
"Monitoring","2025/07/18 0:29:53","52965120","1256","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:53","53661440","1256","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:53","50243864","1257","137","32","135782400","115019776"
"Monitoring","2025/07/18 0:29:53","50940184","1257","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:53","51636504","1257","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:53","52332824","1257","137","32","135782400","115019776"
"Monitoring","2025/07/18 0:29:53","53029144","1257","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:54","53725464","1257","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:54","50320544","1258","137","32","135782400","115019776"
"Monitoring","2025/07/18 0:29:54","51016864","1258","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:54","51713184","1258","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:54","52409504","1258","137","32","135782400","115019776"
"Monitoring","2025/07/18 0:29:54","53097632","1258","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:54","53793952","1258","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:54","50392960","1259","137","32","135782400","115019776"
"Monitoring","2025/07/18 0:29:54","51089280","1259","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:54","51785600","1259","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:54","52481920","1259","137","32","135782400","115019776"
"Monitoring","2025/07/18 0:29:54","53178240","1259","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:54","53874560","1259","137","32","135782400","115707904"
"Monitoring","2025/07/18 0:29:54","54570880","1259","137","32","135782400","115019776"
"Monitoring","2025/07/18 0:29:54","55261912","1259","137","32","136331264","116363264"
"Monitoring","2025/07/18 0:29:54","50260920","1260","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:54","50965432","1260","137","32","136945664","116199424"
"Monitoring","2025/07/18 0:29:54","51661752","1260","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:54","52358072","1260","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:54","53054392","1260","137","32","136945664","116199424"
"Monitoring","2025/07/18 0:29:55","53750712","1260","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:55","50331688","1261","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:55","51036200","1261","137","32","136945664","116199424"
"Monitoring","2025/07/18 0:29:55","51732520","1261","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:55","52428840","1261","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:55","53125160","1261","137","32","136945664","116199424"
"Monitoring","2025/07/18 0:29:55","53821480","1261","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:55","50389672","1262","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:55","51094184","1262","137","32","136945664","116199424"
"Monitoring","2025/07/18 0:29:55","51790504","1262","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:55","52486824","1262","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:55","53183144","1262","137","32","136945664","116199424"
"Monitoring","2025/07/18 0:29:55","53879464","1262","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:55","50469648","1263","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:55","51174160","1263","137","32","136945664","116199424"
"Monitoring","2025/07/18 0:29:55","51870480","1263","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:55","52566800","1263","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:55","53263120","1263","137","32","136945664","116199424"
"Monitoring","2025/07/18 0:29:55","53959440","1263","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:56","50535728","1264","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:56","51240240","1264","137","32","136945664","116199424"
"Monitoring","2025/07/18 0:29:56","51936560","1264","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:56","52632880","1264","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:56","53329200","1264","137","32","136945664","116199424"
"Monitoring","2025/07/18 0:29:56","54025520","1264","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:56","50606488","1265","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:56","51311000","1265","137","32","136945664","116199424"
"Monitoring","2025/07/18 0:29:56","52007320","1265","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:56","52703640","1265","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:56","53399960","1265","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:56","54096280","1265","137","32","136314880","116887552"
"Monitoring","2025/07/18 0:29:56","50676176","1266","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:56","51380688","1266","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:56","52077008","1266","137","32","136314880","116887552"
"Monitoring","2025/07/18 0:29:56","52773328","1266","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:56","53469648","1266","137","32","136945664","116887552"
"Monitoring","2025/07/18 0:29:56","54165968","1266","137","32","136314880","116887552"
"Monitoring","2025/07/18 0:29:56","54862288","1266","137","32","136724480","116555776"
"Monitoring","2025/07/18 0:29:56","55558608","1266","137","32","136040448","116416512"
"Monitoring","2025/07/18 0:29:57","51018640","1267","137","32","136769536","116428800"
"Monitoring","2025/07/18 0:29:57","51714960","1267","137","32","136687616","116428800"
"Monitoring","2025/07/18 0:29:57","52403088","1267","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:57","53099408","1267","137","32","136052736","116424704"
"Monitoring","2025/07/18 0:29:57","53787536","1267","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:57","54483856","1267","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:57","51066464","1268","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:57","51762784","1268","137","32","136683520","115736576"
"Monitoring","2025/07/18 0:29:57","52450912","1268","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:57","53147232","1268","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:57","53835360","1268","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:57","54523488","1268","137","32","136052736","116424704"
"Monitoring","2025/07/18 0:29:57","51108952","1269","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:57","51805272","1269","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:57","52501592","1269","137","32","136052736","116424704"
"Monitoring","2025/07/18 0:29:57","53189720","1269","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:57","53886040","1269","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:57","54574168","1269","137","32","136052736","116424704"
"Monitoring","2025/07/18 0:29:57","55270488","1269","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:57","51273464","1270","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:58","51969784","1270","137","32","136052736","116424704"
"Monitoring","2025/07/18 0:29:58","52657912","1270","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:58","53354232","1270","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:58","54042360","1270","137","32","136052736","116424704"
"Monitoring","2025/07/18 0:29:58","54738680","1270","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:58","51319048","1271","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:58","52015368","1271","137","32","136617984","116424704"
"Monitoring","2025/07/18 0:29:58","52711688","1271","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:58","53399816","1271","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:58","54087944","1271","137","32","136683520","116424704"
"Monitoring","2025/07/18 0:29:58","54784264","1271","137","32","136712192","115744768"
"Monitoring","2025/07/18 0:29:58","51324784","1272","137","32","136060928","116432896"
"Monitoring","2025/07/18 0:29:58","52021104","1272","137","32","136691712","116432896"
"Monitoring","2025/07/18 0:29:58","52709232","1272","137","32","136691712","116432896"
"Monitoring","2025/07/18 0:29:58","53405552","1272","137","32","136060928","116432896"
"Monitoring","2025/07/18 0:29:58","54093680","1272","137","32","136691712","116432896"
"Monitoring","2025/07/18 0:29:58","54790000","1272","137","32","136691712","116432896"
"Monitoring","2025/07/18 0:29:58","51348376","1273","137","32","136060928","116432896"
"Monitoring","2025/07/18 0:29:58","52044696","1273","137","32","136691712","116432896"
"Monitoring","2025/07/18 0:29:59","52741016","1273","137","32","136691712","116432896"
"Monitoring","2025/07/18 0:29:59","53429144","1273","137","32","136060928","116432896"
"Monitoring","2025/07/18 0:29:59","54125464","1273","137","32","136691712","116432896"
"Monitoring","2025/07/18 0:29:59","54813592","1273","137","32","136691712","116432896"
"Monitoring","2025/07/18 0:29:59","55509912","1273","137","32","136060928","116432896"
"Monitoring","2025/07/18 0:29:59","56195800","1273","137","32","136871936","116695040"
"Monitoring","2025/07/18 0:29:59","51803088","1274","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:29:59","52491216","1274","137","32","136491008","116826112"
"Monitoring","2025/07/18 0:29:59","53187536","1274","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:29:59","53875664","1274","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:29:59","54571984","1274","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:29:59","55260112","1274","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:29:59","51834016","1275","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:29:59","52522144","1275","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:29:59","53218464","1275","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:29:59","53906592","1275","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:29:59","54602912","1275","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:29:59","55291040","1275","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:29:59","51864944","1276","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","52553072","1276","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","53249392","1276","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","53937520","1276","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","54633840","1276","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","55321968","1276","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","51895400","1277","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","52583528","1277","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","53279848","1277","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","53967976","1277","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","54664296","1277","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","55352424","1277","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","56048744","1277","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","52150776","1278","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","52847096","1278","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","53535224","1278","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","54231544","1278","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","54919672","1278","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","55615992","1278","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","52166000","1279","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:00","52862320","1279","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","53550448","1279","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","54246768","1279","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","54934896","1279","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","55631216","1279","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","52199544","1280","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","52895864","1280","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","53583992","1280","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","54280312","1280","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","54968440","1280","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","55664760","1280","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","52238688","1281","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","52943248","1281","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","53647808","1281","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","54344176","1281","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","55048736","1281","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","55745104","1281","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","52301128","1282","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","52997496","1282","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","53702056","1282","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:01","54406616","1282","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","55102984","1282","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","55807544","1282","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","52381208","1283","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","53085768","1283","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","53782136","1283","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","54486696","1283","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","55183064","1283","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","55887624","1283","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","52461288","1284","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","53165848","1284","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","53870408","1284","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","54566776","1284","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","55271336","1284","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","55967704","1284","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","52549048","1285","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","53245416","1285","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","53949976","1285","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","54646344","1285","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:02","55350904","1285","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:03","56055464","1285","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:03","52630896","1286","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:03","53335456","1286","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:03","54031824","1286","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:03","54736384","1286","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:03","55432752","1286","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:03","56137312","1286","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:03","52720176","1287","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:03","53416544","1287","137","32","137121792","116137984"
"Monitoring","2025/07/18 0:30:03","54121104","1287","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:03","54817472","1287","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:03","55522032","1287","137","32","137121792","116137984"
"Monitoring","2025/07/18 0:30:03","56218400","1287","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:03","52818392","1288","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:03","53522952","1288","137","32","137121792","116137984"
"Monitoring","2025/07/18 0:30:03","54219320","1288","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:03","54923880","1288","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:03","55620248","1288","137","32","137121792","116137984"
"Monitoring","2025/07/18 0:30:03","56324808","1288","137","32","137121792","116826112"
"Monitoring","2025/07/18 0:30:04","52906224","1289","137","32","137175040","116891648"
"Monitoring","2025/07/18 0:30:04","53602592","1289","137","32","137175040","116203520"
"Monitoring","2025/07/18 0:30:04","54307152","1289","137","32","137175040","116891648"
"Monitoring","2025/07/18 0:30:04","55003520","1289","137","32","137175040","116891648"
"Monitoring","2025/07/18 0:30:04","55708080","1289","137","32","137175040","116203520"
"Monitoring","2025/07/18 0:30:04","56412640","1289","137","32","137175040","116891648"
"Monitoring","2025/07/18 0:30:04","52776144","1290","137","32","137465856","117219328"
"Monitoring","2025/07/18 0:30:04","53480704","1290","137","32","137465856","116531200"
"Monitoring","2025/07/18 0:30:04","54177072","1290","137","32","137465856","117219328"
"Monitoring","2025/07/18 0:30:04","54881632","1290","137","32","137465856","117219328"
"Monitoring","2025/07/18 0:30:04","55578000","1290","137","32","137465856","116531200"
"Monitoring","2025/07/18 0:30:04","56282560","1290","137","32","137465856","117219328"
"Monitoring","2025/07/18 0:30:04","52865304","1291","137","32","137465856","117219328"
"Monitoring","2025/07/18 0:30:04","53561672","1291","137","32","137465856","116531200"
"Monitoring","2025/07/18 0:30:04","54266232","1291","137","32","137465856","117219328"
"Monitoring","2025/07/18 0:30:04","54962600","1291","137","32","137465856","117219328"
"Monitoring","2025/07/18 0:30:04","55667160","1291","137","32","137465856","116531200"
"Monitoring","2025/07/18 0:30:04","56371720","1291","137","32","136839168","117182464"
"Monitoring","2025/07/18 0:30:04","52939464","1292","137","32","137469952","117182464"
"Monitoring","2025/07/18 0:30:04","53644024","1292","137","32","137469952","117182464"
"Monitoring","2025/07/18 0:30:05","54348584","1292","137","32","136839168","117182464"
"Monitoring","2025/07/18 0:30:05","55044952","1292","137","32","137469952","117182464"
"Monitoring","2025/07/18 0:30:05","55749512","1292","137","32","137469952","117182464"
"Monitoring","2025/07/18 0:30:05","56445880","1292","137","32","136839168","117182464"
"Monitoring","2025/07/18 0:30:05","53032944","1293","137","32","137469952","117182464"
"Monitoring","2025/07/18 0:30:05","53737504","1293","137","32","137469952","117182464"
"Monitoring","2025/07/18 0:30:05","54433872","1293","137","32","136839168","117182464"
"Monitoring","2025/07/18 0:30:05","55138432","1293","137","32","137469952","117182464"
"Monitoring","2025/07/18 0:30:05","55834800","1293","137","32","137469952","117182464"
"Monitoring","2025/07/18 0:30:05","56539360","1293","137","32","136839168","117182464"
"Monitoring","2025/07/18 0:30:05","53136920","1294","137","32","137515008","117182464"
"Monitoring","2025/07/18 0:30:05","53833288","1294","137","32","137515008","117182464"
"Monitoring","2025/07/18 0:30:05","54537848","1294","137","32","136884224","117182464"
"Monitoring","2025/07/18 0:30:05","55234216","1294","137","32","137515008","117182464"
"Monitoring","2025/07/18 0:30:05","55938776","1294","137","32","137515008","117182464"
"Monitoring","2025/07/18 0:30:05","56643336","1294","137","32","136884224","117182464"
"Monitoring","2025/07/18 0:30:05","53217000","1295","137","32","137596928","117248000"
"Monitoring","2025/07/18 0:30:05","53921560","1295","137","32","137596928","117248000"
"Monitoring","2025/07/18 0:30:05","54626120","1295","137","32","136966144","117248000"
"Monitoring","2025/07/18 0:30:05","55322488","1295","137","32","137596928","117248000"
"Monitoring","2025/07/18 0:30:06","56027048","1295","137","32","137596928","117248000"
"Monitoring","2025/07/18 0:30:06","56723416","1295","137","32","136966144","117248000"
"Monitoring","2025/07/18 0:30:06","53305272","1296","137","32","137658368","117313536"
"Monitoring","2025/07/18 0:30:06","54009832","1296","137","32","137658368","117313536"
"Monitoring","2025/07/18 0:30:06","54706200","1296","137","32","137027584","117313536"
"Monitoring","2025/07/18 0:30:06","55410760","1296","137","32","137658368","117313536"
"Monitoring","2025/07/18 0:30:06","56115320","1296","137","32","137658368","117313536"
"Monitoring","2025/07/18 0:30:06","56811688","1296","137","32","137027584","117313536"
"Monitoring","2025/07/18 0:30:06","53378960","1297","137","32","137728000","117379072"
"Monitoring","2025/07/18 0:30:06","54083520","1297","137","32","137728000","117379072"
"Monitoring","2025/07/18 0:30:06","54788080","1297","137","32","137097216","117379072"
"Monitoring","2025/07/18 0:30:06","55484448","1297","137","32","137728000","117379072"
"Monitoring","2025/07/18 0:30:06","56189008","1297","137","32","137728000","117379072"
"Monitoring","2025/07/18 0:30:06","56893568","1297","137","32","137097216","117379072"
"Monitoring","2025/07/18 0:30:06","53491480","1298","137","32","137781248","117444608"
"Monitoring","2025/07/18 0:30:06","54196040","1298","137","32","137781248","117444608"
"Monitoring","2025/07/18 0:30:06","54900600","1298","137","32","137150464","117444608"
"Monitoring","2025/07/18 0:30:06","55596968","1298","137","32","137781248","117444608"
"Monitoring","2025/07/18 0:30:06","56301528","1298","137","32","137781248","117444608"
"Monitoring","2025/07/18 0:30:06","56997896","1298","137","32","137150464","117444608"
"Monitoring","2025/07/18 0:30:07","53584544","1299","137","32","137867264","117575680"
"Monitoring","2025/07/18 0:30:07","54289104","1299","137","32","137867264","117575680"
"Monitoring","2025/07/18 0:30:07","54985472","1299","137","32","137236480","117575680"
"Monitoring","2025/07/18 0:30:07","55690032","1299","137","32","137867264","117575680"
"Monitoring","2025/07/18 0:30:07","56394592","1299","137","32","137867264","117575680"
"Monitoring","2025/07/18 0:30:07","57090960","1299","137","32","137867264","117575680"
"Monitoring","2025/07/18 0:30:07","53672792","1300","137","32","137936896","117641216"
"Monitoring","2025/07/18 0:30:07","54377352","1300","137","32","137936896","117641216"
"Monitoring","2025/07/18 0:30:07","55073720","1300","137","32","137936896","117641216"
"Monitoring","2025/07/18 0:30:07","55778280","1300","137","32","137936896","117641216"
"Monitoring","2025/07/18 0:30:07","56482840","1300","137","32","137936896","117641216"
"Monitoring","2025/07/18 0:30:07","57179208","1300","137","32","137936896","117641216"
"Monitoring","2025/07/18 0:30:07","53761088","1301","137","32","138002432","117706752"
"Monitoring","2025/07/18 0:30:07","54465648","1301","137","32","138002432","117706752"
"Monitoring","2025/07/18 0:30:07","55162016","1301","137","32","138002432","117706752"
"Monitoring","2025/07/18 0:30:07","55866576","1301","137","32","138002432","117059584"
"Monitoring","2025/07/18 0:30:07","56571136","1301","137","32","138002432","117706752"
"Monitoring","2025/07/18 0:30:07","57267504","1301","137","32","138002432","117706752"
"Monitoring","2025/07/18 0:30:07","53624392","1302","137","32","138305536","117321728"
"Monitoring","2025/07/18 0:30:08","54328952","1302","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:08","55033512","1302","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:08","55729880","1302","137","32","138305536","117321728"
"Monitoring","2025/07/18 0:30:08","56434440","1302","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:08","57139000","1302","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:08","53711840","1303","137","32","138305536","117321728"
"Monitoring","2025/07/18 0:30:08","54416400","1303","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:08","55120960","1303","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:08","55817328","1303","137","32","138305536","117321728"
"Monitoring","2025/07/18 0:30:08","56521888","1303","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:08","57226448","1303","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:08","53800112","1304","137","32","138305536","117321728"
"Monitoring","2025/07/18 0:30:08","54504672","1304","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:08","55209232","1304","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:08","55905600","1304","137","32","138305536","117321728"
"Monitoring","2025/07/18 0:30:08","56610160","1304","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:08","57314720","1304","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:08","53888408","1305","137","32","138305536","117321728"
"Monitoring","2025/07/18 0:30:08","54592968","1305","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:09","55297528","1305","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:09","55993896","1305","137","32","138305536","117321728"
"Monitoring","2025/07/18 0:30:09","56698456","1305","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:09","57403016","1305","137","32","138305536","117968896"
"Monitoring","2025/07/18 0:30:09","53992960","1306","137","32","138338304","117387264"
"Monitoring","2025/07/18 0:30:09","54697520","1306","137","32","138338304","118034432"
"Monitoring","2025/07/18 0:30:09","55402080","1306","137","32","138338304","118034432"
"Monitoring","2025/07/18 0:30:09","56106640","1306","137","32","138338304","117387264"
"Monitoring","2025/07/18 0:30:09","56803008","1306","137","32","138338304","118034432"
"Monitoring","2025/07/18 0:30:09","57507568","1306","137","32","138338304","118034432"
"Monitoring","2025/07/18 0:30:09","54076072","1307","137","32","138424320","117452800"
"Monitoring","2025/07/18 0:30:09","54780632","1307","137","32","138424320","118099968"
"Monitoring","2025/07/18 0:30:09","55485192","1307","137","32","138424320","118099968"
"Monitoring","2025/07/18 0:30:09","56181560","1307","137","32","138424320","117452800"
"Monitoring","2025/07/18 0:30:09","56886120","1307","137","32","138424320","118099968"
"Monitoring","2025/07/18 0:30:09","57590680","1307","137","32","138424320","118099968"
"Monitoring","2025/07/18 0:30:09","54162728","1308","137","32","138477568","117518336"
"Monitoring","2025/07/18 0:30:09","54867288","1308","137","32","138477568","118165504"
"Monitoring","2025/07/18 0:30:09","55571848","1308","137","32","138477568","118165504"
"Monitoring","2025/07/18 0:30:09","56268216","1308","137","32","138477568","117518336"
"Monitoring","2025/07/18 0:30:10","56972776","1308","137","32","138477568","118165504"
"Monitoring","2025/07/18 0:30:10","57677336","1308","137","32","138477568","118165504"
"Monitoring","2025/07/18 0:30:10","54279080","1309","137","32","138539008","117583872"
"Monitoring","2025/07/18 0:30:10","54975448","1309","137","32","138539008","118231040"
"Monitoring","2025/07/18 0:30:10","55680008","1309","137","32","138539008","118231040"
"Monitoring","2025/07/18 0:30:10","56384568","1309","137","32","138539008","118231040"
"Monitoring","2025/07/18 0:30:10","57080936","1309","137","32","137908224","118231040"
"Monitoring","2025/07/18 0:30:10","57785496","1309","137","32","138539008","118231040"
"Monitoring","2025/07/18 0:30:10","54062408","1310","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:10","54766968","1310","137","32","138366976","118693888"
"Monitoring","2025/07/18 0:30:10","55471528","1310","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:10","56167896","1310","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:10","56872456","1310","137","32","138366976","118693888"
"Monitoring","2025/07/18 0:30:10","57577016","1310","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:10","54134904","1311","137","32","138997760","118693888"
