"DisplayName","GroupType","SecurityType","IsTeam","SecurityEnabled","MailEnabled","MemberCount","OwnerCount","AdminRoleCount","GlobalAdminCount","GroupAdminCount","Visibility","SyncStatus","HasMail","MailAddress","MailNickname","ProxyAddressCount","HasAssignedLicenses","LicenseCount","HasLicenseErrors","Classification","HasExpiration","ExpirationDate","LastRenewed","Description","CreatedDate","RiskLevel","RiskReasons","GroupId"
"CIM用03","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.cim-master03@mirai-const.co.jp","Fw.cim-master03","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","8ea56637-4aaf-4213-9526-a88da1e39f06"
"電子入札（能登営業所）","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","2","0","0","0","0","未設定","クラウドのみ","True","Fw.bid-info15m@mirai-const.co.jp","Fw.bid-info15m","2","False","0","False","未分類","False","無期限","2024/02/09","能登営業所","2024/02/09","高","オーナー不在","8efad69f-0d18-47c4-b33b-80b55093dc81"
"TCSで利用（前橋氏）","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.magnetadmin@mirai-const.co.jp","Fw.magnetadmin","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","8fe13897-d28a-4124-a81d-b7b7fafc3e6d"
"Gユニオン","セキュリティグループ","セキュリティのみ","False","True","False","7","0","0","0","0","未設定","オンプレミス同期","False","設定なし","G____","0","False","0","False","未分類","False","無期限","2024/07/08","説明なし","2024/07/08","高","オーナー不在","90de9ace-7d30-450b-aa46-23cd2d40bea9"
"技術本部技術部（山本－小堀）","Microsoft Teams","統合グループ","True","False","True","2","1","1","0","1","Public","クラウドのみ","True","msteams_385056@mirai-const.co.jp","msteams_385056","4","False","0","False","未分類","False","無期限","2023/03/14","技術本部技術部（山本－小堀）","2023/03/14","中","パブリックメール配信グループ","91604b26-0cfa-4211-943e-852fdbbef2ae"
"財務用","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","3","0","0","0","0","未設定","クラウドのみ","True","Fw.zaimu@mirai-const.co.jp","Fw.zaimu","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","91865c26-5e50-40a4-aaf1-126c9101ff8e"
"001社長室","セキュリティグループ","セキュリティのみ","False","True","False","9","0","0","0","0","未設定","オンプレミス同期","False","設定なし","001___","0","False","0","False","未分類","False","無期限","2024/08/01","管理本部・経営企画部","2024/08/01","高","オーナー不在","91a620e9-ea39-47cc-b3f9-9de8e9965aa1"
"管理（北海道）","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","1","0","0","0","0","未設定","クラウドのみ","True","Fw.kanri-hokkaido@mirai-const.co.jp","Fw.kanri-hokkaido","2","False","0","False","未分類","False","無期限","2025/06/10","管理（北海道）","2025/06/10","高","オーナー不在","93d0c0a5-b013-4461-ae3c-10d657f7bdf1"
"電子入札（北陸営業所）","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.bid-info08m@mirai-const.co.jp","Fw.bid-info08m","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","967e7e55-8a5d-4288-af9f-784e76a4b18c"
"経営企画","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","2","0","0","0","0","未設定","クラウドのみ","True","Fw.keieikikaku@mirai-const.co.jp","Fw.keieikikaku","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","998309e7-bbe1-4a48-9dda-d393e49356b4"
"WEB管理用","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.webadmin@mirai-const.co.jp","Fw.webadmin","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","9bfb9db0-ce6e-498c-847e-79f94309f2ac"
"014経理個人情報","セキュリティグループ","セキュリティのみ","False","True","False","5","0","0","0","0","未設定","オンプレミス同期","False","設定なし","014______","0","False","0","False","未分類","False","無期限","2025/05/07","管理本部・経理部","2025/05/07","高","オーナー不在","9bfbb250-d517-4a66-bd13-b4cd548ed673"
"みらい建設工業 人事採用","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","5","0","0","0","0","未設定","クラウドのみ","True","Fw.jinji-saiyou@mirai-const.co.jp","Fw.jinji-saiyou","2","False","0","False","未分類","False","無期限","2024/02/09","人事","2024/02/09","高","オーナー不在","9e6a9393-3199-4bfa-bf60-f2f5eda4afcc"
"ＴＣＳ監視用","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.tcs-kanshi@mirai-const.co.jp","Fw.tcs-kanshi","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","9f66f2ed-c80a-4fb8-9ba1-4eb5bf937c70"
"G中期経営計画","セキュリティグループ","セキュリティのみ","False","True","False","14","0","0","0","0","未設定","オンプレミス同期","False","設定なし","G______","0","False","0","False","未分類","False","無期限","2024/08/08","2018と2022を集約、中期経営計画一本に統一","2024/08/08","高","オーナー不在","a5e6f879-b815-4519-b962-28e0dd93973c"
"004監査役","セキュリティグループ","セキュリティのみ","False","True","False","1","0","0","0","0","未設定","オンプレミス同期","False","設定なし","004___","0","False","0","False","未分類","False","無期限","2024/07/17","監査役（本人）","2024/07/17","高","オーナー不在","a5ea67c0-7154-4b42-b406-636e94d2d25c"
"技術本部技術部（石原ー山本）","Microsoft Teams","統合グループ","True","False","True","2","1","1","0","1","Public","クラウドのみ","True","msteams_48a151@mirai-const.co.jp","msteams_48a151","3","False","0","False","未分類","False","無期限","2023/03/14","技術本部技術部（石原ー山本）","2023/03/14","中","パブリックメール配信グループ","a74514f6-8422-4898-840a-14406f1d9f25"
"電子入札（中部支店）","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","4","0","0","0","0","未設定","クラウドのみ","True","Fw.bid-info09m@mirai-const.co.jp","Fw.bid-info09m","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","a829e7d2-55d3-44a1-a061-9a6b777b456e"
"吉岡英明","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.h-yoshioka@mirai-const.co.jp","Fw.h-yoshioka","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","aa0bae6e-af11-4dd4-93d6-0ce6ac3a4b4f"
"管理本部 総務部 システムG","Microsoft Teams","統合グループ","True","False","True","5","1","1","0","1","Private","クラウドのみ","True","G@mirai-const.co.jp","G","3","False","0","False","未分類","False","無期限","2020/05/11","(管理本部総務部） 
管理本部 総務部 システムG","2020/05/11","低","なし","aa81cbf0-96aa-400c-893a-9770e31b78cd"
"ＴＣＳヘルプデスク","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.tcs-help@mirai-const.co.jp","Fw.tcs-help","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","aaa237d1-6dda-41f6-9d1f-57d0dcf8e8f5"
"システム窓口","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","3","0","0","0","0","未設定","クラウドのみ","True","Fw.system-info@mirai-const.co.jp","Fw.system-info","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","ac93a0bc-6e74-47b4-92cb-fd4444cab11a"
"電子入札（横浜支店）","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","3","0","0","0","0","未設定","クラウドのみ","True","Fw.bid-info06m@mirai-const.co.jp","Fw.bid-info06m","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","ae6504f5-c640-41ed-94da-299ffd134bf5"
"904J賃金台帳（中部）","セキュリティグループ","セキュリティのみ","False","True","False","13","0","0","0","0","未設定","オンプレミス同期","False","設定なし","904J________","0","False","0","False","未分類","False","無期限","2024/07/17","説明なし","2024/07/17","高","オーナー不在","aeb448de-8cf2-4c19-a88b-7ac3c5d12fa8"
"諏訪邊明","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","1","0","0","0","0","未設定","クラウドのみ","True","Fw.a-suwabe@mirai-const.co.jp","Fw.a-suwabe","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","afaf0da2-ebc1-4a31-b2be-1c0b846d7282"
"904Y賃金台帳（船員）","セキュリティグループ","セキュリティのみ","False","True","False","12","0","0","0","0","未設定","オンプレミス同期","False","設定なし","904Y________","0","False","0","False","未分類","False","無期限","2024/07/17","説明なし","2024/07/17","高","オーナー不在","b0dd9977-1b1f-46ef-ad12-d7e817a67058"
"901入金管理","セキュリティグループ","セキュリティのみ","False","True","False","42","0","0","0","0","未設定","オンプレミス同期","False","設定なし","901____","0","False","0","False","未分類","False","無期限","2024/07/08","入金管理(支店担当者用)","2024/07/08","高","オーナー不在","b142d0da-39e3-4abc-a8c2-cf998dc30670"
"コンプライアンスホットライン","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","1","0","0","0","0","未設定","クラウドのみ","True","Fw.compliance-hotline@mirai-const.co.jp","Fw.compliance-hotline","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","b1e0febc-0920-4a75-bd93-fc6523e0532e"
"SketchUpPro用（サブスク管理）","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","2","0","0","0","0","未設定","クラウドのみ","True","Fw.sketchup@mirai-const.co.jp","Fw.sketchup","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","b1e40519-8513-4a83-a87e-c5b16e55ca51"
"中部支店（Zoom）","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.chubu@mirai-const.co.jp","Fw.chubu","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","b3a039fa-91e2-409e-b6ec-5dbfbbf3bf47"
"904賃金台帳","セキュリティグループ","セキュリティのみ","False","True","False","8","0","0","0","0","未設定","オンプレミス同期","False","設定なし","904____","0","False","0","False","未分類","False","無期限","2024/07/17","2020/6/18作成","2024/07/17","高","オーナー不在","b66fa268-40bc-4a26-9633-111fb4616a1a"
"カーボンブラックアラート通知用","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","3","0","0","0","0","未設定","クラウドのみ","True","Fw.mirai-edr@mirai-const.co.jp","Fw.mirai-edr","2","False","0","False","未分類","False","無期限","2024/03/05","カーボンブラックアラート通知用","2024/03/05","高","オーナー不在","b6a35abc-0251-4507-a562-c87c99d39781"
"056大阪","セキュリティグループ","セキュリティのみ","False","True","False","76","0","0","0","0","未設定","オンプレミス同期","False","設定なし","056__","0","False","0","False","未分類","False","無期限","2024/07/17","西日本土木本店・大阪支店","2024/07/17","高","オーナー不在","b8317d88-910a-4a67-a8bf-1194bc9b2871"
"八戸","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.m-hachinohe@mirai-const.co.jp","Fw.m-hachinohe","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","ba582ef0-620b-494d-851e-b436fb7705a8"
"総務部インボイス用","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","5","0","0","0","0","未設定","クラウドのみ","True","Fw.soumu-payment@mirai-const.co.jp","Fw.soumu-payment","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","bd4569dd-504f-4e39-aa62-90f92cdad059"
"齋藤隆","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","1","0","0","0","0","未設定","クラウドのみ","True","Fw.ta-saitoh@mirai-const.co.jp","Fw.ta-saitoh","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","bd91fa1a-3170-4f50-83ee-18066f948bf8"
"013経理財務","セキュリティグループ","セキュリティのみ","False","True","False","10","0","0","0","0","未設定","オンプレミス同期","False","設定なし","013____","0","False","0","False","未分類","False","無期限","2024/07/17","管理本部・経理部","2024/07/17","高","オーナー不在","bdaef1fb-4c64-4369-a25e-e31c4cb22687"
"Webｱﾌﾟﾘｹｰｼｮﾝﾌｧｲｱｰｳｫｰﾙ(WAF)ﾛｸﾞ転送用","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.web-waf@mirai-const.co.jp","Fw.web-waf","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","c483305e-e8ad-4d68-9610-ea8a98a2b94c"
"CIM用11","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.cim-master11@mirai-const.co.jp","Fw.cim-master11","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","c5686698-6ba1-43b4-b18c-aa61830671b5"
"004監査役（技術本部）","セキュリティグループ","セキュリティのみ","False","True","False","11","0","0","0","0","未設定","オンプレミス同期","False","設定なし","004_________","0","False","0","False","未分類","False","無期限","2024/07/17","監査役（技術本部）","2024/07/17","高","オーナー不在","c6d3c884-e822-452f-b42c-a7f274242526"
"904S賃金台帳（九州）","セキュリティグループ","セキュリティのみ","False","True","False","15","0","0","0","0","未設定","オンプレミス同期","False","設定なし","904S________","0","False","0","False","未分類","False","無期限","2024/07/17","説明なし","2024/07/17","高","オーナー不在","c79604e1-72e5-450e-8187-857d281da09f"
"安否確認管理者用","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","1","0","0","0","0","未設定","クラウドのみ","True","Fw.anpi-admin@mirai-const.co.jp","Fw.anpi-admin","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","c8209577-5430-4987-b625-47219aa99ae3"
"G総合評価関連","セキュリティグループ","セキュリティのみ","False","True","False","131","0","0","0","0","未設定","オンプレミス同期","False","設定なし","G______","0","False","0","False","未分類","False","無期限","2024/08/08","2019/7/30作成","2024/08/08","高","オーナー不在, 大規模セキュリティグループ","cab5993e-2e56-4c2d-8dd8-ced2e76ec279"
"東京支店インボイス用","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","4","0","0","0","0","未設定","クラウドのみ","True","Fw.kanri-tokyo@mirai-const.co.jp","Fw.kanri-tokyo","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","cbb721ed-5008-4d7a-9be5-6058da78c11c"
"904E賃金台帳（東京）","セキュリティグループ","セキュリティのみ","False","True","False","13","0","0","0","0","未設定","オンプレミス同期","False","設定なし","904E________","0","False","0","False","未分類","False","無期限","2024/07/17","説明なし","2024/07/17","高","オーナー不在","cc3ebcdb-b67c-4f29-8060-02e73134d1cf"
"埋浚四国","Microsoft Teams","統合グループ","True","False","True","1","1","1","0","1","Private","クラウドのみ","True","msteams_57ac2d@mirai-const.co.jp","msteams_57ac2d","3","False","0","False","未分類","False","無期限","2021/08/17","埋浚四国","2021/08/17","低","なし","cd2e6508-3001-474b-8539-431f76597a12"
"002内監","セキュリティグループ","セキュリティのみ","False","True","False","5","0","0","0","0","未設定","オンプレミス同期","False","設定なし","002__","0","False","0","False","未分類","False","無期限","2024/08/01","内部監査室","2024/08/01","高","オーナー不在","ce878bee-c573-44e5-8d6b-f34f23d6bda6"
"CIM用08","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.cim-master08@mirai-const.co.jp","Fw.cim-master08","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","d1cc7bd2-8e4f-4c76-9076-e3c187166e7a"
"004監査役（施工本部）","セキュリティグループ","セキュリティのみ","False","True","False","10","0","0","0","0","未設定","オンプレミス同期","False","設定なし","004_________","0","False","0","False","未分類","False","無期限","2024/07/17","監査役（施工本部）","2024/07/17","高","オーナー不在","d272d414-a2d7-4c1d-8224-9b37ae118d72"
"電子入札用","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.bid-info17m@mirai-const.co.jp","Fw.bid-info17m","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","d3695c82-a4c6-4c87-9e91-1b50c9b3783b"
"小原恒平","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","1","0","0","0","0","未設定","クラウドのみ","True","Fw.k-obara@mirai-const.co.jp","Fw.k-obara","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","d4d25f07-82e1-4bda-9608-d1c4da1fd5c8"
"003内統","セキュリティグループ","セキュリティのみ","False","True","False","4","0","0","0","0","未設定","オンプレミス同期","False","設定なし","003__","0","False","0","False","未分類","False","無期限","2024/08/01","内部統制室","2024/08/01","高","オーナー不在","d5933925-cafb-4fcd-9b33-d76fc55fb8bd"
"CIM用06","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.cim-master06@mirai-const.co.jp","Fw.cim-master06","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","d5d0ad1d-0d8b-4b3f-b58c-685a61a0f96a"
"仕訳入力システム通知用","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.mksystem-alert@mirai-const.co.jp","Fw.mksystem-alert","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","d6881979-c4c9-4b32-a264-588e41f94e47"
"CIM用02","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.cim-master02@mirai-const.co.jp","Fw.cim-master02","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","d818f844-7272-4c67-a7fb-984b733b337d"
"佐伯港DropBox利用","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.saeki2021@mirai-const.co.jp","Fw.saeki2021","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","d9bd88df-b14e-428b-9bcf-44336a900737"
"CIM用13","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.cim-master13@mirai-const.co.jp","Fw.cim-master13","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","db424400-965b-423b-ae7f-b7d35b5518ee"
"006情シス","セキュリティグループ","セキュリティのみ","False","True","False","7","0","0","0","0","未設定","オンプレミス同期","False","設定なし","006___","0","False","0","False","未分類","False","無期限","2024/07/03","情報システム","2024/07/03","高","オーナー不在","dcf8894a-4c18-41a5-99df-5b8a3f4ab24e"
"管理（中部）","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","3","0","0","0","0","未設定","クラウドのみ","True","Fw.kanri-chubu@mirai-const.co.jp","Fw.kanri-chubu","2","False","0","False","未分類","False","無期限","2025/05/08","管理（中部）","2025/05/08","高","オーナー不在","dd8026ca-9c1c-4285-b5ab-4f5946df9819"
"SNS共用アカウント","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.mirai-sns@mirai-const.co.jp","Fw.mirai-sns","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","deffb816-c36b-4b55-a46e-deff2602faa6"
"046東京工事","セキュリティグループ","セキュリティのみ","False","True","False","80","0","0","0","0","未設定","オンプレミス同期","False","設定なし","046____","0","False","0","False","未分類","False","無期限","2024/07/08","東京支店工事　2021/02/22再作成","2024/07/08","高","オーナー不在","e1480bda-6729-471c-9d16-4beebcf64065"
"電子入札（千葉営業所）","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","1","0","0","0","0","未設定","クラウドのみ","True","Fw.bid-info05m@mirai-const.co.jp","Fw.bid-info05m","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","e1c0db90-cdca-4991-bb16-06ac44ab76de"
"CIM用10","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.cim-master10@mirai-const.co.jp","Fw.cim-master10","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","e6dfa6e0-9113-4c27-8733-87760a20a4c6"
"事業企画室専用","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.mf-jigyoukikaku@mirai-const.co.jp","Fw.mf-jigyoukikaku","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","e839dfed-2917-4fe7-aaaa-c01bd2d957b0"
"CIM用05","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.cim-master05@mirai-const.co.jp","Fw.cim-master05","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","e8b94d91-a8d2-4e06-9de8-6b7eed9182d3"
"電子入札（中国支店）","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","2","0","0","0","0","未設定","クラウドのみ","True","Fw.bid-info11m@mirai-const.co.jp","Fw.bid-info11m","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","eb655889-6373-4511-9237-74c4908e71f2"
"ＢＣＰ従業員安否確認","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.survive@mirai-const.co.jp","Fw.survive","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","edead656-9cd3-43d4-9364-56e2ae295326"
"電子入札用","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","0","0","0","0","0","未設定","クラウドのみ","True","Fw.bid-info18m@mirai-const.co.jp","Fw.bid-info18m","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","eea7e100-4d2b-4eed-a8d9-d5193eac426d"
"エンゲージメント委員会事務局用（SuggestionBox）","メール対応セキュリティグループ","セキュリティ+メール","False","True","True","2","0","0","0","0","未設定","クラウドのみ","True","Fw.mk-engagement@mirai-const.co.jp","Fw.mk-engagement","2","False","0","False","未分類","False","無期限","2024/02/09","説明なし","2024/02/09","高","オーナー不在","f0383306-e782-4c20-9613-ca6422747f89"
"アストモスエネルギー市川ターミナル　新規桟橋設計・施工業務","Microsoft Teams","統合グループ","True","False","True","4","1","1","0","1","Private","クラウドのみ","True","msteams_45a61b_996020@miraiconst.onmicrosoft.com","msteams_45a61b_996020","2","False","0","False","未分類","False","無期限","2025/04/23","(技術本部技術部)
アストモスエネルギー市川ターミナル　新規桟橋設計・施工業務","2025/04/23","低","なし","f4ee3753-dd1a-47a5-adf3-da43cfb83932"
"建設本部工事部","セキュリティグループ","セキュリティのみ","False","True","False","16","0","0","0","0","未設定","オンプレミス同期","False","設定なし","_______","0","False","0","False","未分類","False","無期限","2024/10/21","建設本部工事部","2024/10/21","高","オーナー不在","f731beaf-93d3-4f3d-97e9-779929cd08f4"
"011総務","セキュリティグループ","セキュリティのみ","False","True","False","14","0","0","0","0","未設定","オンプレミス同期","False","設定なし","011__","0","False","0","False","未分類","False","無期限","2024/07/17","管理本部・総務人事部","2024/07/17","高","オーナー不在","f98a88d2-7ff0-44f7-aa2c-663b17425623"
"903入金管理表","セキュリティグループ","セキュリティのみ","False","True","False","22","0","0","0","0","未設定","オンプレミス同期","False","設定なし","903_____","0","False","0","False","未分類","False","無期限","2024/07/08","集金管理業務用","2024/07/08","高","オーナー不在","fa10add7-9675-4db4-8095-a88baf5f9fe3"
"010稟議専決","セキュリティグループ","セキュリティのみ","False","True","False","36","0","0","0","0","未設定","オンプレミス同期","False","設定なし","010____","0","False","0","False","未分類","False","無期限","2024/07/17","説明なし","2024/07/17","高","オーナー不在","ff1a51cd-5341-41fb-a30e-aef94e3c5679"
